magnitude,jerk,variance,peak_freq,zero_cross,duration,class_id,class_label
1.5811,0.5192,0.2319,13.6806,17,100.00,2,ROUGH
1.7954,0.4750,0.3920,12.4118,12,100.00,2,ROUGH
1.4116,0.4323,0.2528,11.1678,20,100.00,2,ROUGH
1.6253,0.6378,0.3131,13.3909,20,100.00,2,ROUGH
1.2407,0.3441,0.2732,12.1362,19,100.00,2,ROUGH
1.4551,0.3009,0.3342,14.3693,14,100.00,2,ROUGH
1.3733,0.7598,0.2956,9.6539,18,100.00,2,ROUGH
1.5839,0.7128,0.2545,11.8326,17,100.00,2,ROUGH
1.2019,0.6713,0.3158,10.6147,12,100.00,2,ROUGH
1.7146,0.3757,0.3760,12.8249,16,100.00,2,ROUGH
1.6314,0.5841,0.3371,8.0892,20,100.00,2,ROUGH
1.2433,0.7879,0.2964,10.2865,19,100.00,2,ROUGH
1.7616,0.4969,0.3581,9.0730,19,100.00,2,ROUGH
1.6772,0.4544,0.2191,14.8217,18,100.00,2,ROUGH
1.5913,0.4094,0.2791,13.5493,17,100.00,2,ROUGH
1.2052,0.3658,0.3394,8.7740,12,100.00,2,ROUGH
1.4198,0.3225,0.3999,11.0093,12,100.00,2,ROUGH
1.3367,0.5295,0.2605,13.2750,20,100.00,2,ROUGH
1.2500,0.4851,0.3208,8.4922,15,100.00,2,ROUGH
1.7648,0.4417,0.3809,10.7291,19,100.00,2,ROUGH
1.3790,0.3977,0.3415,12.9595,18,100.00,2,ROUGH
0.9900,0.0304,0.0032,0.4765,2,100.00,3,STATIC
0.9844,0.0010,0.0192,1.1185,1,100.00,3,STATIC
0.9986,0.0215,0.0152,0.7481,1,100.00,3,STATIC
1.0129,0.0422,0.0012,1.3894,3,100.00,3,STATIC
1.0073,0.0128,0.0073,1.0292,3,100.00,3,STATIC
1.0018,0.0087,0.0135,1.6804,2,100.00,3,STATIC
0.9960,0.0043,0.0195,0.3168,2,100.00,3,STATIC
0.9904,0.0249,0.0155,0.9574,0,100.00,3,STATIC
1.0047,0.0456,0.0016,1.5991,0,100.00,3,STATIC
1.0190,0.0162,0.0076,0.2372,1,100.00,3,STATIC
0.9934,0.0370,0.0137,0.8795,1,100.00,3,STATIC
1.0078,0.0076,0.0098,1.5242,1,100.00,3,STATIC
0.9822,0.0285,0.0159,1.1677,1,100.00,3,STATIC
1.0165,0.0240,0.0019,1.8033,0,100.00,3,STATIC
0.9908,0.0447,0.0079,1.4455,2,100.00,3,STATIC
0.9851,0.0402,0.0039,0.0787,2,100.00,3,STATIC
1.0194,0.0109,0.0100,1.7214,0,100.00,3,STATIC
0.9938,0.0065,0.0061,0.3649,1,100.00,3,STATIC
1.0079,0.0270,0.0020,0.9906,3,100.00,3,STATIC
1.0025,0.0228,0.0082,1.6432,1,100.00,3,STATIC
1.0168,0.0186,0.0043,1.2859,0,100.00,3,STATIC
1.0111,0.0392,0.0003,0.9233,0,100.00,3,STATIC
1.0054,0.0348,0.0163,0.5579,0,100.00,3,STATIC
0.9998,0.0304,0.0124,0.2037,0,100.00,3,STATIC
0.9941,0.0261,0.0084,0.8431,1,100.00,3,STATIC
1.0085,0.0218,0.0145,1.4841,3,100.00,3,STATIC
0.9827,0.0422,0.0004,1.1168,1,100.00,3,STATIC
1.0170,0.0130,0.0066,0.7566,1,100.00,3,STATIC
0.9914,0.0336,0.0026,1.4002,2,100.00,3,STATIC
0.9858,0.0043,0.0187,1.0453,0,100.00,3,STATIC
1.0001,0.0250,0.0047,0.6840,0,100.00,3,STATIC
1.0143,0.0205,0.0008,0.3178,2,100.00,3,STATIC
0.9887,0.0162,0.0068,0.9608,3,100.00,3,STATIC
0.9831,0.0368,0.0129,1.6021,1,100.00,3,STATIC
1.0176,0.0328,0.0090,0.2521,1,100.00,3,STATIC
1.0118,0.0033,0.0050,1.8851,2,100.00,3,STATIC
0.9862,0.0240,0.0111,1.5298,2,100.00,3,STATIC
1.0006,0.0198,0.0172,0.1736,0,100.00,3,STATIC
0.9949,0.0402,0.0032,0.8107,0,100.00,3,STATIC
1.0092,0.0109,0.0192,1.4470,3,100.00,3,STATIC
1.0034,0.0316,0.0153,0.0837,3,100.00,3,STATIC
1.0178,0.0022,0.0013,1.7250,3,100.00,3,STATIC
1.0123,0.0480,0.0174,0.3741,1,100.00,3,STATIC
0.9865,0.0436,0.0034,1.0064,0,100.00,3,STATIC
0.9807,0.0140,0.0094,1.6385,0,100.00,3,STATIC
0.9950,0.0097,0.0155,0.2809,2,100.00,3,STATIC
1.0095,0.0305,0.0016,0.9300,2,100.00,3,STATIC
0.9838,0.0012,0.0076,0.5671,3,100.00,3,STATIC
1.0182,0.0217,0.0137,0.2081,3,100.00,3,STATIC
0.9923,0.0172,0.0097,1.8395,3,100.00,3,STATIC
0.9870,0.0134,0.0059,1.4976,3,100.00,3,STATIC
1.0011,0.0086,0.0018,1.1227,0,100.00,3,STATIC
1.0155,0.0044,0.0179,1.7691,2,100.00,3,STATIC
1.0098,0.0000,0.0140,1.4058,2,100.00,3,STATIC
1.0042,0.0457,0.0100,0.0485,1,100.00,3,STATIC
0.9986,0.0415,0.0061,0.6932,3,100.00,3,STATIC
1.0128,0.0371,0.0021,0.3301,3,100.00,3,STATIC
0.9872,0.0326,0.0181,0.9689,3,100.00,3,STATIC
0.9817,0.0285,0.0143,1.6194,0,100.00,3,STATIC
0.9957,0.0239,0.0003,0.2433,2,100.00,3,STATIC
1.0102,0.0447,0.0163,1.8924,2,100.00,3,STATIC
0.9846,0.0404,0.0024,1.5351,0,100.00,3,STATIC
0.9987,0.0108,0.0184,1.1644,3,100.00,3,STATIC
1.0130,0.0314,0.0144,1.8021,3,100.00,3,STATIC
0.9873,0.0270,0.0004,1.4393,3,100.00,3,STATIC
0.9820,0.0231,0.0067,0.1014,3,100.00,3,STATIC
1.0162,0.0435,0.0026,0.7300,0,100.00,3,STATIC
1.0106,0.0393,0.0187,1.3765,0,100.00,3,STATIC
0.9847,0.0098,0.0047,1.0056,2,100.00,3,STATIC
0.9993,0.0056,0.0109,1.6584,2,100.00,3,STATIC
0.9936,0.0011,0.0169,0.2943,3,100.00,3,STATIC
1.0080,0.0470,0.0030,1.9412,1,100.00,3,STATIC
1.0021,0.0423,0.0189,1.5666,3,100.00,3,STATIC
1.0166,0.0132,0.0151,0.2180,2,100.00,3,STATIC
0.9909,0.0089,0.0112,0.8555,2,100.00,3,STATIC
1.0052,0.0043,0.0071,0.4934,2,100.00,3,STATIC
1.0196,0.0252,0.0032,1.1351,2,100.00,3,STATIC
1.0138,0.0457,0.0192,0.7700,1,100.00,3,STATIC
0.9882,0.0164,0.0153,0.4166,1,100.00,3,STATIC
1.0027,0.0372,0.0114,0.0622,3,100.00,3,STATIC
0.9967,0.0076,0.0173,1.6859,1,100.00,3,STATIC
1.0113,0.0285,0.0035,0.3391,2,100.00,3,STATIC
0.9857,0.0492,0.0096,1.9831,0,100.00,3,STATIC
0.9999,0.0447,0.0056,1.6177,2,100.00,3,STATIC
0.9944,0.0406,0.0017,0.2691,0,100.00,3,STATIC
0.9885,0.0358,0.0176,0.8920,3,100.00,3,STATIC
1.0029,0.0316,0.0037,1.5393,1,100.00,3,STATIC
0.9974,0.0024,0.0198,0.1842,1,100.00,3,STATIC
0.9915,0.0479,0.0158,0.8150,0,100.00,3,STATIC
1.0060,0.0188,0.0120,1.4637,2,100.00,3,STATIC
1.0002,0.0392,0.0079,0.0953,0,100.00,3,STATIC
1.0145,0.0098,0.0139,1.7333,2,100.00,3,STATIC
1.0089,0.0054,0.0000,0.3748,1,100.00,3,STATIC
1.0032,0.0011,0.0061,0.0145,1,100.00,3,STATIC
0.9975,0.0217,0.0121,0.6560,3,100.00,3,STATIC
0.9919,0.0175,0.0082,0.2979,1,100.00,3,STATIC
1.0061,0.0131,0.0042,0.9325,2,100.00,3,STATIC
0.9805,0.0338,0.0103,0.5754,2,100.00,3,STATIC
1.0150,0.0045,0.0064,1.2232,0,100.00,3,STATIC
0.9893,0.0001,0.0124,1.8589,0,100.00,3,STATIC
0.9835,0.0206,0.0184,0.4914,3,100.00,3,STATIC
1.0179,0.0165,0.0045,1.1402,1,100.00,3,STATIC
0.9923,0.0372,0.0106,0.7849,1,100.00,3,STATIC
0.9868,0.0331,0.0168,1.4340,3,100.00,3,STATIC
0.9809,0.0284,0.0027,0.0598,0,100.00,3,STATIC
0.9952,0.0240,0.0087,0.6941,0,100.00,3,STATIC
1.0097,0.0199,0.0149,1.3481,0,100.00,3,STATIC
0.9840,0.0404,0.0109,0.9864,1,100.00,3,STATIC
0.9982,0.0110,0.0069,0.6178,3,100.00,3,STATIC
1.0126,0.0066,0.0129,1.2590,3,100.00,3,STATIC
0.9869,0.0273,0.0190,1.9024,1,100.00,3,STATIC
0.9813,0.0480,0.0051,0.5464,2,100.00,3,STATIC
0.9955,0.0435,0.0011,1.1752,2,100.00,3,STATIC
0.9900,0.0393,0.0072,0.8247,2,100.00,3,STATIC
0.9841,0.0098,0.0031,0.4543,2,100.00,3,STATIC
1.0187,0.0057,0.0193,1.1072,1,100.00,3,STATIC
1.0130,0.0262,0.0153,1.7445,1,100.00,3,STATIC
1.0072,0.0468,0.0113,0.3791,1,100.00,3,STATIC
0.9815,0.0174,0.0173,1.0166,3,100.00,3,STATIC
1.0162,0.0384,0.0036,0.6757,0,100.00,3,STATIC
1.0105,0.0091,0.0096,0.3136,2,100.00,3,STATIC
0.9845,0.0044,0.0155,0.9379,2,100.00,3,STATIC
1.0189,0.0000,0.0116,0.5807,2,100.00,3,STATIC
0.9933,0.0208,0.0077,1.2224,1,100.00,3,STATIC
1.0076,0.0414,0.0137,1.8645,3,100.00,3,STATIC
0.9820,0.0371,0.0098,0.5041,3,100.00,3,STATIC
1.0164,0.0080,0.0059,1.1533,0,100.00,3,STATIC
0.9906,0.0035,0.0019,1.7849,2,100.00,3,STATIC
0.9851,0.0242,0.0180,1.4329,0,100.00,3,STATIC
0.9994,0.0198,0.0040,1.0685,0,100.00,3,STATIC
0.9936,0.0403,0.0100,0.7006,3,100.00,3,STATIC
0.9880,0.0111,0.0161,1.3464,1,100.00,3,STATIC
1.0024,0.0069,0.0022,1.9912,1,100.00,3,STATIC
1.0166,0.0023,0.0182,1.6230,3,100.00,3,STATIC
1.0110,0.0231,0.0043,1.2687,0,100.00,3,STATIC
1.0053,0.0436,0.0003,0.9058,2,100.00,3,STATIC
1.0196,0.0142,0.0063,0.5415,0,100.00,3,STATIC
0.9938,0.0349,0.0024,1.1781,0,100.00,3,STATIC
0.9882,0.0304,0.0184,0.8213,3,100.00,3,STATIC
1.0026,0.0262,0.0145,0.4673,1,100.00,3,STATIC
0.9970,0.0470,0.0006,0.1104,3,100.00,3,STATIC
1.0114,0.0178,0.0167,1.7536,1,100.00,3,STATIC
0.9859,0.0385,0.0028,1.4006,0,100.00,3,STATIC
0.9800,0.0339,0.0087,1.0297,0,100.00,3,STATIC
0.9945,0.0297,0.0049,1.6769,2,100.00,3,STATIC
0.9886,0.0251,0.0108,0.3050,1,100.00,3,STATIC
1.0029,0.0458,0.0068,1.9434,1,100.00,3,STATIC
1.0174,0.0415,0.0130,0.5911,1,100.00,3,STATIC
0.9917,0.0121,0.0190,1.2326,3,100.00,3,STATIC
1.0060,0.0079,0.0151,0.8679,2,100.00,3,STATIC
1.0004,0.0285,0.0011,1.5113,0,100.00,3,STATIC
1.0146,0.0240,0.0171,0.1469,2,100.00,3,STATIC
0.9890,0.0198,0.0032,1.7910,0,100.00,3,STATIC
1.0031,0.0401,0.0192,1.4186,1,100.00,3,STATIC
0.9977,0.0361,0.0053,1.0717,3,100.00,3,STATIC
0.9918,0.0316,0.0013,1.7006,1,100.00,3,STATIC
0.9864,0.0024,0.0074,0.3526,1,100.00,3,STATIC
1.0006,0.0480,0.0034,1.9843,0,100.00,3,STATIC
1.0149,0.0435,0.0095,0.6219,0,100.00,3,STATIC
1.0094,0.0144,0.0156,0.2741,0,100.00,3,STATIC
1.0037,0.0100,0.0116,0.9149,0,100.00,3,STATIC
1.0182,0.0058,0.0178,0.5622,1,100.00,3,STATIC
1.0124,0.0015,0.0038,0.1962,3,100.00,3,STATIC
0.9867,0.0470,0.0198,0.8333,1,100.00,3,STATIC
0.9811,0.0178,0.0059,0.4778,2,100.00,3,STATIC
0.9956,0.0386,0.0020,0.1275,2,100.00,3,STATIC
0.9897,0.0339,0.0179,0.7504,2,100.00,3,STATIC
1.0042,0.0297,0.0040,0.4014,0,100.00,3,STATIC
0.9984,0.0253,0.0101,1.0359,3,100.00,3,STATIC
1.0127,0.0458,0.0061,1.6726,1,100.00,3,STATIC
1.0071,0.0165,0.0122,1.3152,1,100.00,3,STATIC
1.0013,0.0371,0.0181,1.9478,3,100.00,3,STATIC
0.9957,0.0078,0.0042,1.5928,0,100.00,3,STATIC
1.0101,0.0286,0.0003,0.2386,2,100.00,3,STATIC
0.9843,0.0242,0.0163,1.8718,0,100.00,3,STATIC
1.0186,0.0446,0.0124,1.5085,2,100.00,3,STATIC
1.0130,0.0404,0.0184,1.1518,3,100.00,3,STATIC
1.0074,0.0111,0.0145,1.7959,3,100.00,3,STATIC
0.9815,0.0315,0.0005,0.4249,3,100.00,3,STATIC
1.0162,0.0026,0.0167,0.0835,3,100.00,3,STATIC
1.0106,0.0233,0.0028,1.7262,0,100.00,3,STATIC
0.9847,0.0186,0.0087,1.3524,0,100.00,3,STATIC
1.0188,0.0389,0.0146,1.9783,0,100.00,3,STATIC
0.9935,0.0102,0.0009,1.6418,1,100.00,3,STATIC
0.9878,0.0307,0.0169,1.2813,3,100.00,3,STATIC
0.9822,0.0265,0.0030,0.9252,3,100.00,3,STATIC
0.9963,0.0219,0.0089,0.5499,3,100.00,3,STATIC
0.9907,0.0177,0.0051,0.1956,2,100.00,3,STATIC
0.9852,0.0134,0.0012,1.8430,2,100.00,3,STATIC
1.0194,0.0090,0.0072,0.4802,2,100.00,3,STATIC
1.0137,0.0046,0.0132,0.1148,2,100.00,3,STATIC
1.0081,0.0003,0.0092,0.7573,1,100.00,3,STATIC
0.9825,0.0459,0.0153,0.4019,1,100.00,3,STATIC
0.9969,0.0418,0.0114,1.0456,3,100.00,3,STATIC
0.9910,0.0122,0.0174,1.6764,1,100.00,3,STATIC
0.9853,0.0327,0.0034,0.3118,0,100.00,3,STATIC
1.0199,0.0038,0.0097,0.9698,2,100.00,3,STATIC
0.9940,0.0240,0.0156,0.5972,0,100.00,3,STATIC
0.9883,0.0447,0.0016,1.2348,3,100.00,3,STATIC
0.9826,0.0154,0.0177,0.8732,1,100.00,3,STATIC
0.9970,0.0361,0.0137,1.5174,3,100.00,3,STATIC
0.9914,0.0317,0.0098,1.1582,3,100.00,3,STATIC
1.0058,0.0276,0.0159,1.8051,2,100.00,3,STATIC
0.9800,0.0230,0.0119,1.4355,0,100.00,3,STATIC
0.9946,0.0439,0.0080,1.0886,2,100.00,3,STATIC
1.0088,0.0145,0.0140,1.7214,2,100.00,3,STATIC
0.9832,0.0101,0.0101,0.3682,3,100.00,3,STATIC
0.9975,0.0057,0.0161,1.0036,1,100.00,3,STATIC
0.9917,0.0263,0.0021,0.6391,1,100.00,3,STATIC
1.0062,0.0221,0.0082,0.2869,1,100.00,3,STATIC
1.0004,0.0176,0.0043,0.9213,2,100.00,3,STATIC
0.9948,0.0134,0.0004,0.5666,2,100.00,3,STATIC
1.0091,0.0089,0.0064,1.1999,2,100.00,3,STATIC
0.9836,0.0298,0.0125,0.8506,0,100.00,3,STATIC
0.9977,0.0253,0.0085,0.4806,3,100.00,3,STATIC
1.0122,0.0461,0.0046,1.1310,3,100.00,3,STATIC
0.9864,0.0165,0.0106,1.7602,1,100.00,3,STATIC
0.9810,0.0376,0.0068,0.4191,0,100.00,3,STATIC
0.9952,0.0080,0.0027,1.0481,2,100.00,3,STATIC
0.9894,0.0285,0.0087,1.6803,2,100.00,3,STATIC
0.9840,0.0244,0.0049,0.3352,2,100.00,3,STATIC
0.9981,0.0448,0.0009,1.9645,1,100.00,3,STATIC
1.0125,0.0155,0.0069,1.6042,1,100.00,3,STATIC
1.0067,0.0360,0.0129,0.2407,1,100.00,3,STATIC
1.0011,0.0068,0.0190,0.8857,3,100.00,3,STATIC
0.9957,0.0027,0.0052,0.5378,0,100.00,3,STATIC
0.9901,0.0235,0.0113,0.1827,2,100.00,3,STATIC
1.0041,0.0188,0.0172,0.8031,0,100.00,3,STATIC
0.9985,0.0395,0.0132,1.4445,2,100.00,3,STATIC
0.9928,0.0350,0.0093,1.0857,3,100.00,3,STATIC
1.0071,0.0058,0.0153,1.7266,3,100.00,3,STATIC
0.9813,0.0012,0.0113,1.3578,3,100.00,3,STATIC
1.0157,0.0220,0.0174,0.0024,2,100.00,3,STATIC
1.0102,0.0178,0.0035,1.6510,2,100.00,3,STATIC
1.0045,0.0383,0.0195,0.2869,2,100.00,3,STATIC
0.9989,0.0340,0.0156,0.9302,2,100.00,3,STATIC
0.9931,0.0296,0.0116,0.5652,1,100.00,3,STATIC
0.9875,0.0253,0.0077,0.2079,1,100.00,3,STATIC
1.0019,0.0210,0.0138,0.8555,3,100.00,3,STATIC
1.0162,0.0417,0.0198,0.4888,1,100.00,3,STATIC
1.0106,0.0124,0.0059,0.1328,0,100.00,3,STATIC
0.9849,0.0081,0.0020,1.7743,0,100.00,3,STATIC
0.9991,0.0284,0.0179,1.4026,2,100.00,3,STATIC
0.9935,0.0492,0.0140,0.0466,0,100.00,3,STATIC
1.0078,0.0199,0.0001,1.6877,3,100.00,3,STATIC
0.9822,0.0405,0.0061,1.3292,1,100.00,3,STATIC
1.0165,0.0363,0.0022,1.9715,3,100.00,3,STATIC
0.9908,0.0318,0.0082,0.6071,3,100.00,3,STATIC
0.9853,0.0026,0.0043,1.2552,2,100.00,3,STATIC
0.9996,0.0233,0.0104,0.8943,2,100.00,3,STATIC
0.9939,0.0189,0.0164,1.5357,2,100.00,3,STATIC
0.9882,0.0396,0.0025,0.1743,1,100.00,3,STATIC
1.0026,0.0353,0.0085,1.8175,3,100.00,3,STATIC
1.0169,0.0058,0.0046,0.4531,3,100.00,3,STATIC
0.9913,0.0015,0.0006,0.0960,1,100.00,3,STATIC
1.0056,0.0222,0.0067,0.7362,2,100.00,3,STATIC
0.9801,0.0430,0.0028,1.3836,0,100.00,3,STATIC
1.0143,0.0384,0.0188,0.0169,2,100.00,3,STATIC
1.0085,0.0339,0.0048,1.6481,2,100.00,3,STATIC
0.9828,0.0297,0.0109,1.2917,1,100.00,3,STATIC
1.0171,0.0002,0.0169,1.9259,3,100.00,3,STATIC
0.9915,0.0460,0.0129,1.5705,3,100.00,3,STATIC
0.9858,0.0166,0.0190,1.2112,3,100.00,3,STATIC
1.0002,0.0123,0.0151,0.8561,2,100.00,3,STATIC
1.0144,0.0329,0.0011,1.4865,0,100.00,3,STATIC
0.9887,0.0034,0.0071,0.1254,2,100.00,3,STATIC
0.9833,0.0494,0.0133,1.7806,0,100.00,3,STATIC
0.9975,0.0448,0.0192,0.4100,3,100.00,3,STATIC
1.0119,0.0406,0.0153,1.0530,1,100.00,3,STATIC
0.9863,0.0113,0.0014,0.6974,1,100.00,3,STATIC
0.9806,0.0070,0.0175,0.3389,0,100.00,3,STATIC
1.0151,0.0278,0.0136,0.9880,0,100.00,3,STATIC
0.9893,0.0484,0.0096,0.6211,2,100.00,3,STATIC
0.9836,0.0439,0.0056,1.2568,0,100.00,3,STATIC
1.0179,0.0397,0.0017,0.8977,1,100.00,3,STATIC
0.9924,0.0103,0.0178,0.5440,1,100.00,3,STATIC
1.0065,0.0308,0.0137,1.1732,1,100.00,3,STATIC
1.0009,0.0266,0.0198,0.8173,3,100.00,3,STATIC
1.0153,0.0472,0.0059,0.4593,0,100.00,3,STATIC
0.9898,0.0431,0.0021,0.1110,2,100.00,3,STATIC
0.9838,0.0384,0.0180,0.7317,0,100.00,3,STATIC
1.0182,0.0341,0.0040,0.3763,0,100.00,3,STATIC
0.9925,0.0296,0.0000,0.0104,3,100.00,3,STATIC
0.9869,0.0004,0.0161,1.6569,3,100.00,3,STATIC
0.9812,0.0459,0.0121,1.2928,3,100.00,3,STATIC
0.9956,0.0167,0.0082,1.9404,3,100.00,3,STATIC
0.9899,0.0124,0.0143,0.5755,0,100.00,3,STATIC
0.9843,0.0081,0.0004,1.2195,2,100.00,3,STATIC
0.9985,0.0286,0.0164,1.8564,2,100.00,3,STATIC
1.0128,0.0243,0.0024,0.4945,1,100.00,3,STATIC
1.0074,0.0201,0.0086,0.1456,1,100.00,3,STATIC
0.9815,0.0155,0.0145,1.7769,1,100.00,3,STATIC
0.9959,0.0363,0.0106,0.4192,1,100.00,3,STATIC
1.0102,0.0320,0.0067,1.0593,0,100.00,3,STATIC
1.0047,0.0027,0.0128,0.7048,2,100.00,3,STATIC
1.0189,0.0232,0.0188,1.3398,2,100.00,3,STATIC
1.0134,0.0441,0.0149,1.9870,2,100.00,3,STATIC
0.9875,0.0394,0.0108,0.6164,3,100.00,3,STATIC
1.0022,0.0105,0.0170,0.2737,3,100.00,3,STATIC
1.0162,0.0309,0.0030,1.9003,3,100.00,3,STATIC
0.9907,0.0017,0.0191,1.5497,1,100.00,3,STATIC
0.9850,0.0223,0.0051,0.1835,2,100.00,3,STATIC
0.9994,0.0180,0.0012,1.8272,2,100.00,3,STATIC
1.0137,0.0137,0.0073,0.4694,2,100.00,3,STATIC
1.0080,0.0342,0.0133,1.1063,2,100.00,3,STATIC
1.0021,0.0297,0.0192,1.7327,3,100.00,3,STATIC
1.0164,0.0001,0.0052,1.3678,1,100.00,3,STATIC
0.9909,0.0211,0.0114,1.0228,3,100.00,3,STATIC
0.9853,0.0417,0.0174,0.6621,2,100.00,3,STATIC
1.0196,0.0374,0.0035,0.3007,0,100.00,3,STATIC
1.0140,0.0331,0.0196,1.9470,2,100.00,3,STATIC
0.9885,0.0290,0.0057,0.5955,2,100.00,3,STATIC
1.0026,0.0243,0.0017,0.2245,1,100.00,3,STATIC
0.9971,0.0202,0.0078,1.8731,1,100.00,3,STATIC
1.0113,0.0156,0.0037,1.5019,3,100.00,3,STATIC
0.9855,0.0112,0.0197,1.1385,1,100.00,3,STATIC
1.0002,0.0072,0.0160,1.7974,0,100.00,3,STATIC
1.0143,0.0027,0.0019,0.4241,0,100.00,3,STATIC
0.9886,0.0232,0.0079,1.0614,0,100.00,3,STATIC
1.0029,0.0188,0.0040,0.7004,2,100.00,3,STATIC
0.9974,0.0397,0.0001,1.3491,1,100.00,3,STATIC
0.9916,0.0352,0.0061,0.9828,3,100.00,3,STATIC
0.9860,0.0059,0.0022,1.6253,1,100.00,3,STATIC
1.0002,0.0014,0.0182,0.2612,0,100.00,3,STATIC
0.9947,0.0224,0.0144,1.9122,0,100.00,3,STATIC
0.9888,0.0176,0.0103,0.5376,0,100.00,3,STATIC
1.0034,0.0386,0.0165,1.1920,2,100.00,3,STATIC
0.9977,0.0092,0.0125,0.8282,3,100.00,3,STATIC
1.0119,0.0296,0.0085,1.4596,3,100.00,3,STATIC
1.0063,0.0255,0.0046,0.1076,1,100.00,3,STATIC
1.0006,0.0210,0.0106,1.7440,3,100.00,3,STATIC
1.0151,0.0169,0.0067,1.3929,0,100.00,3,STATIC
1.0095,0.0377,0.0128,1.0388,0,100.00,3,STATIC
1.0037,0.0332,0.0088,1.6726,0,100.00,3,STATIC
1.0180,0.0288,0.0049,1.3091,2,100.00,3,STATIC
1.0125,0.0246,0.0010,0.9596,1,100.00,3,STATIC
0.9866,0.0450,0.0169,0.5873,3,100.00,3,STATIC
0.9810,0.0408,0.0130,1.2296,1,100.00,3,STATIC
1.0152,0.0362,0.0090,0.8618,1,100.00,3,STATIC
0.9898,0.0323,0.0052,0.5192,0,100.00,3,STATIC
0.9841,0.0277,0.0112,0.1541,2,100.00,3,STATIC
0.9984,0.0483,0.0172,0.7922,0,100.00,3,STATIC
1.0127,0.0190,0.0133,1.4293,3,100.00,3,STATIC
0.9870,0.0396,0.0193,0.0722,1,100.00,3,STATIC
0.9814,0.0352,0.0053,1.7114,1,100.00,3,STATIC
1.0157,0.0059,0.0114,0.3505,1,100.00,3,STATIC
0.9900,0.0265,0.0074,1.9871,2,100.00,3,STATIC
1.0044,0.0223,0.0036,1.6338,0,100.00,3,STATIC
0.9988,0.0181,0.0097,0.2794,0,100.00,3,STATIC
1.0131,0.0137,0.0057,0.9181,0,100.00,3,STATIC
1.0074,0.0092,0.0117,0.5543,1,100.00,3,STATIC
0.9816,0.0048,0.0077,1.1882,3,100.00,3,STATIC
1.0160,0.0004,0.0038,1.8323,1,100.00,3,STATIC
1.0104,0.0212,0.0199,1.4772,1,100.00,3,STATIC
1.0048,0.0169,0.0060,1.1177,0,100.00,3,STATIC
0.9991,0.0126,0.0020,0.7565,2,100.00,3,STATIC
1.0134,0.0332,0.0080,0.3967,0,100.00,3,STATIC
0.9879,0.0039,0.0041,1.0426,2,100.00,3,STATIC
1.0020,0.0245,0.0001,0.6728,1,100.00,3,STATIC
1.0164,0.0451,0.0161,1.3122,1,100.00,3,STATIC
1.0108,0.0408,0.0122,1.9571,3,100.00,3,STATIC
1.0052,0.0366,0.0183,0.6017,0,100.00,3,STATIC
1.0194,0.0321,0.0043,0.2366,0,100.00,3,STATIC
0.9938,0.0029,0.0004,0.8789,2,100.00,3,STATIC
0.9881,0.0234,0.0065,1.5186,0,100.00,3,STATIC
1.0024,0.0190,0.0025,1.1564,1,100.00,3,STATIC
1.0168,0.0148,0.0186,0.7995,1,100.00,3,STATIC
0.9910,0.0352,0.0046,1.4329,1,100.00,3,STATIC
1.0054,0.0310,0.0006,0.0770,3,100.00,3,STATIC
1.0199,0.0018,0.0068,1.7252,2,100.00,3,STATIC
0.9939,0.0221,0.0127,0.3462,2,100.00,3,STATIC
0.9885,0.0430,0.0189,1.0001,0,100.00,3,STATIC
1.0027,0.0135,0.0148,0.6356,2,100.00,3,STATIC
0.9971,0.0093,0.0009,0.2783,1,100.00,3,STATIC
1.0113,0.0298,0.0069,0.9122,1,100.00,3,STATIC
1.0059,0.0006,0.0130,1.5646,1,100.00,3,STATIC
0.9802,0.0463,0.0091,1.2028,3,100.00,3,STATIC
0.9945,0.0420,0.0052,1.8451,2,100.00,3,STATIC
1.0088,0.0126,0.0012,1.4784,2,100.00,3,STATIC
1.0031,0.0333,0.0172,0.1223,0,100.00,3,STATIC
1.0174,0.0288,0.0133,0.7567,3,100.00,3,STATIC
1.0119,0.0246,0.0194,0.4067,1,100.00,3,STATIC
0.9859,0.0449,0.0053,1.0295,1,100.00,3,STATIC
1.0003,0.0406,0.0014,0.6729,1,100.00,3,STATIC
1.0147,0.0363,0.0175,1.3186,0,100.00,3,STATIC
0.9892,0.0322,0.0136,0.9670,0,100.00,3,STATIC
1.0036,0.0280,0.0097,1.6109,0,100.00,3,STATIC
0.9977,0.0484,0.0056,1.2381,2,100.00,3,STATIC
1.0121,0.0440,0.0017,1.8777,3,100.00,3,STATIC
0.9864,0.0397,0.0078,0.5210,1,100.00,3,STATIC
0.9809,0.0354,0.0139,0.1686,3,100.00,3,STATIC
1.0150,0.0309,0.0198,1.7965,3,100.00,3,STATIC
0.9895,0.0268,0.0160,0.4441,0,100.00,3,STATIC
1.0039,0.0475,0.0021,1.0895,0,100.00,3,STATIC
0.9983,0.0432,0.0181,1.7340,2,100.00,3,STATIC
0.9925,0.0138,0.0141,1.3636,0,100.00,3,STATIC
0.9867,0.0092,0.0001,0.9994,1,100.00,3,STATIC
1.0011,0.0050,0.0062,1.6422,1,100.00,3,STATIC
0.9955,0.0006,0.0122,1.2875,3,100.00,3,STATIC
1.0097,0.0462,0.0182,1.9180,0,100.00,3,STATIC
1.0041,0.0418,0.0043,1.5624,2,100.00,3,STATIC
